964|'Выборгский'||'Сиреневый'|15|0||'03_000983'|'ЧУО'||'другое'|'индивидуальный'|2008|'кирпичные'|9|0|1|132|5822.5|5822.5|5089||'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|3|5|1|0|0|0
985|'Выборгский'|'Шувалово-Озерки'|'Софийская'|3|||'03_001004'|'непосредственное управление'|||'индивидуальный'|2004|'кирпичные'|3|0|1|3|1220.3|1220.3|1220.3||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
986|'Выборгский'|'Шувалово-Озерки'|'Софийская'|3|2||'03_001005'|'непосредственное управление'|||'индивидуальный'|2011|'кирпичные'|3|0|1|4|1704.1|1704.1|1704.1||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
988|'Выборгский'||'Студенческая'|3|0||'03_001007'|'орг-ия с гос. участием'|'ведомственный дом'|||||||||||||||||||||||||||
989|'Выборгский'||'Студенческая'|5|0||'03_001008'|'орг-ия с гос. участием'|'ведомственный дом'|||||||||||||||||||||||||||
1038|'Выборгский'||'Тореза'|39|2||'03_001057'|'орг-ия с гос. участием'|'ведомственный дом'|||||||||||||||||||||||||||
1136|'Выборгский'||'Харченко'|16|0||'03_001157'|'орг-ия с гос. участием'|'ведомственный дом'|||||||||||||||||||||||||||
1175|'Выборгский'||'Художников'|16|0||'03_001197'|'орг-ия с гос. участием'|'ведомственный дом'|||||||||||||||||||||||||||
1223|'Выборгский'|'Шувалово-Озерки'|'Шувалово, Береговая'|17|1||'03_001245'|'ТСЖ'||'индивидуальный'|'индивидуальный'|2006|'кирпичные'|3|0|1|8|1584|1584|1584||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|2|||||
1224|'Выборгский'|'Шувалово-Озерки'|'Шувалово, Береговая'|17|2||'03_001246'|'ТСЖ'||'другое'|'другое'|2005|'кирпичные'|3|0|3|11|2278|2278|2278||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1225|'Выборгский'|'Шувалово-Озерки'|'Шувалово, Береговая'|18|1||'03_001247'|'ТСЖ'|||'индивидуальный'|2005|'панельные'|'2/3'|0|1|21|4223.5|4223.5|4223.5||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1227|'Выборгский'|'Шувалово-Озерки'|'Шувалово, Береговая'|18|3||'03_001249'|'ТСЖ'|||'индивидуальный'|2005|'кирпичные'|6|0|5|64|6640|6640|6610.3||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1228|'Выборгский'||'Шувалово, Береговая'|18|4||'03_001250'|'ЧУО'||'другое'|'другое'|2011|'кирпичные'|7|0|3|126|7896.8|7896.8|7748.3||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|3|||||
1229|'Выборгский'|'Шувалово-Озерки'|'Шувалово, Береговая'|19|1||'03_001251'|'ТСЖ'||'индивидуальный'|'индивидуальный'|2005|'кирпичные'|3|0|1|8|1576.5|1576.5|1576.5||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1230|'Выборгский'|'Шувалово-Озерки'|'Шувалово, Береговая'|19|2||'03_001252'|'ТСЖ'||'индивидуальный'|'индивидуальный'|2005|'кирпичные'|3|0|1|11|2300.8|2300.8|2300.8||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
1231|'Выборгский'|'Шувалово-Озерки'|'Шувалово, Береговая'|21|1||'03_001253'|'ТСЖ'||'индивидуальный'|'индивидуальный'|2006|'панельные'|4|0|1|4|1066.2|1066.2|1066.2||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'|0|||||
