1||3|||6|||9||11|12||||||||20|21|22|23||25||27||29||31||33||35||37||39||41||43||45||47||||51|52
79|'09_000079'|'ГУП ТЭК СПб'|'ИТП'|'открытая'|'УК'|'отопление'|'Гкал'|1|'центральная'|||'150/70'|'да'||||'элеватор'|||478.68|504.6455|83.37||77.34||75.57||58.08||36.06||9.39||5.52||7.87||10.97||40.35||47.55||67.24|||0.33226||'зависимая'||
80|'09_000080'|'ГУП ТЭК СПб'|'ИТП'|'открытая'|'УК'|'отопление'|'Гкал'|1|'центральная'|||'150/70'|'да'||||'элеватор'|||785.54|826.0845|133.57||122.08||117.94||88.42||51.47||14.67||8.72||11.12||15.61||71.29||75.88||100.12|||0.34418||'зависимая'|1|
81|'09_000081'|'ГУП ТЭК СПб'|'ИТП'|'открытая'|'УК'|'отопление'|'Гкал'|1|'центральная'|||'150/70'|'да'||||'элеватор'|||2295.6|2405.0505|368.5||357.31||342.13||261.39||146.52||32||17.77||31.14||37.79||189.5||204.15||200.81|||0.91935||'зависимая'|1|
82|'09_000082'|'ГУП ТЭК СПб'|'ИТП'|'открытая'|'УК'|'отопление'|'Гкал'||'центральная'|||'150/70'|'да'||||'элеватор'|||267.46|278.0815|28.3||26.75||27.69||26.46||12.79||3.54||5.48||5.28||5.23||22.85||23.84||24.22|||0.10388||'зависимая'|1|
83|'09_000083'|'ГУП ТЭК СПб'|'ИТП'|'открытая'|'УК'|'отопление'|'Гкал'||'центральная'|||'150/70'|'да'||||'элеватор'|||211.36|218.997|20.95||19.87||19.99||19.69||9.58||1.2||3.16||2.87||3.37||17.29||17.41||17.36|||0.0902||'зависимая'||
84|'09_000084'|'ГУП ТЭК СПб'|'ИТП'|'открытая'|'УК'|'отопление'|'Гкал'||'центральная'|||'150/70'|'да'||||'элеватор'|||352.31|372.207|93.21||43.59||44.56||32.12||28.82||7.06||6.25||6.22||9.65||31.33||36.31||58.82|||0.14865||'зависимая'|1|
85|'09_000085'|'ГУП ТЭК СПб'|'ИТП'|'открытая'|'УК'|'отопление'|'Гкал'||'центральная'|||'150/70'|'да'||||'элеватор'|||1068.9|1122.7805|179.05||162.66||158.42||118.72||69.26||15.21||11.62||15.25||19.87||89.73||103.83||133.99|||0.35007||'зависимая'|1|
86|'09_000086'|'ГУП ТЭК СПб'|'ИТП'|'открытая'|'УК'|'отопление'|'Гкал'|2|'центральная'|||'150/70'|'да'||||'элеватор'|||2904.22|3052.11|478.13||445.5||437.69||328.78||195.18||48.25||35.32||57.43||58.06||257.03||282.49||333.94|||0.69973||'зависимая'|2|
87|'09_000087'|'ГУП ТЭК СПб'|'ИТП'|'открытая'|'УК'|'отопление'|'Гкал'||'центральная'|||'150/70'|'да'||||'элеватор'|||1931.49|2028.8095|324.34||292.18||286.27||216.34||127.13||31.75||20.9||31.95||36.85||160.6||182.9||235.18|||0.68563||'зависимая'|1|
88|'09_000088'|'ГУП ТЭК СПб'|'ИТП'|'открытая'|'УК'|'отопление'|'Гкал'||'центральная'|||'150/70'|'да'||||'элеватор'|||611.96|636.9365|52.88||60.73||85.16||62.71||37.76||9.35||5.54||7.61||9.25||52.76||53.7||62.08|||0.29043||'зависимая'||
89|'09_000089'|'ГУП ТЭК СПб'|'ИТП'|'открытая'|'УК'|'отопление'|'Гкал'|1|'центральная'|||'150/70'|'да'||||'элеватор'|||1452.34|1527.435|252.95||223.98||216.9||162.42||97.77||25.05||17.19||24.97||30.57||126.36||137.87||185.87|||0.6173||'зависимая'|1|
